Date,10_year_close,Yield_STDEV,Short_Term_Spread,VIX_SMA_14,MACDs_12_26_9,SP500,cpi
2015-01-20,1.8070000410079956,0.13418398644985685,1.799000040628016,19.477857181004115,0.012013361956592679,-1286.1514770928343,-2.058969762571138
2015-01-21,1.8530000448226929,0.11947497006860514,1.8330000452697277,19.6871429170881,0.008745017647200825,-1289.5955713740998,-1.9796599543870173
2015-01-22,1.8960000276565552,0.09917695285516177,1.8810000279918313,19.48714283534459,0.0057338913032948,-1289.2920804021799,-1.9866486744402039
2015-01-23,1.8170000314712524,0.08288682006893384,1.8040000312030315,19.406428473336355,0.0030287637174859746,-1289.7476655399448,-1.976157565040495
2015-01-26,1.8279999494552612,0.07355688330765198,1.82299994956702,19.092142786298478,0.0006503343179628399,-1287.1404901526944,-2.0361949981009104
2015-01-27,1.8250000476837158,0.07092232873342907,1.8070000484585762,18.813571248735702,-0.0014001280317605608,-1285.2167099060857,-2.0804953655957377
2015-01-28,1.7239999771118164,0.07665951199233773,1.7089999774470925,18.894285610743932,-0.0031343471888450446,-1286.9119740730505,-2.0414572136395748
2015-01-29,1.7510000467300415,0.065705832516826,1.741000046953559,19.019285610743932,-0.0045722967942999175,-1289.8319066001652,-1.9742176813492733
2015-01-30,1.6749999523162842,0.06646874437169122,1.6699999524280429,19.263571330479213,-0.0057387495007966,-1293.3895397689898,-1.8922933258681383
2015-02-02,1.6729999780654907,0.07013144696497224,1.6679999781772494,19.25142846788679,-0.00682035022105118,-1293.9049897541925,-1.2852659257364678
2015-02-03,1.7799999713897705,0.06495021294384333,1.7649999717250466,19.02071421486991,-0.006978802307679583,-1291.976929461995,-1.329664853133238
2015-02-04,1.7970000505447388,0.06357536392238768,1.7920000506564975,18.795714242117747,-0.006374886133231446,-1289.817502632094,-1.3793916357589922
2015-02-05,1.815000057220459,0.0638994967206514,1.8070000568404794,18.400000027247838,-0.005469805090596477,-1284.8295409899383,-1.494253265192583
2015-02-06,1.937999963760376,0.07511505053745908,1.922999964095652,18.1385714667184,-0.003613217996995422,-1282.255228681851,-1.5535339348510888
2015-02-09,1.9479999542236328,0.08512770215063355,1.9449999541975558,18.04285717010498,-0.0014088796125457186,-1280.5278336634815,-1.5933119886373106
2015-02-10,1.9910000562667847,0.09772545886767367,1.9860000563785434,17.92714282444545,0.0009010786049605745,-1277.9235174512883,-1.6532835812744224
2015-02-11,1.9880000352859497,0.10607908051813478,1.9830000353977084,17.967142786298478,0.0029945475608895602,-1277.539324519981,-1.6621306874217225
2015-02-12,1.9859999418258667,0.11438899153153212,1.977999941445887,17.872857093811035,0.004835756960166668,-1274.9214533772574,-1.7224144198704892
2015-02-13,2.0209999084472656,0.12440309504435351,2.0159999085590243,17.813571316855295,0.006411314048964441,-1272.07221569683,-1.7880260075482113
2015-02-17,2.1449999809265137,0.14668826983492803,2.136999980546534,17.71214280809675,0.007563615268877586,-1267.0171244598114,-1.9044334817982644
2015-02-18,2.065999984741211,0.14830625299130124,2.05299998447299,17.355714184897288,0.00821343920726332,-1260.053263645234,-2.0647956613208294
2015-02-19,2.11299991607666,0.15218509910569206,2.0999999158084393,17.10785702296666,0.008655079345739825,-1254.6118525296092,-2.190099220569664
2015-02-20,2.132999897003174,0.14352184698773954,2.1229998972266912,16.631428514208114,0.00876381156967334,-1246.377602704959,-2.379715625000131
2015-02-23,2.059000015258789,0.11997011573914004,2.044000015594065,16.28357137952532,0.008638209140115195,-1240.0357170692773,-2.5257551036600034
2015-02-24,1.9880000352859497,0.10462299514396246,1.97000003606081,16.023571355002268,0.008193082190966204,-1235.3619595885089,-2.6333813121860317
2015-02-25,1.968999981880188,0.08780720443486169,1.9539999822154641,15.702857085636683,0.007392799902220575,-1230.1954651282272,-2.7523541541486054
2015-02-26,2.0160000324249268,0.06724371679109216,2.003000032156706,15.49285704748971,0.006554559720255244,-1226.7520943577229,-2.8316473014939163
2015-02-27,2.002000093460083,0.06284852038067607,1.9940000930801034,15.210714135851179,0.005721531034197673,-1223.2508775942943,-2.9122725130129368
2015-03-02,2.0840001106262207,0.05956437596975011,2.0790001107379794,14.817142759050641,0.004922397026475738,-1218.191197733695,-2.3946175771316973
2015-03-03,2.121999979019165,0.061520101297136434,2.108999978750944,14.576428481510707,0.005132445290419739,-1215.3926581085498,-2.4590617016939404
2015-03-04,2.122999906539917,0.061730737877140285,2.1129999067634344,14.381428514208112,0.005952320493046361,-1213.2503688949969,-2.5083938432459263
2015-03-05,2.111999988555908,0.05939883793704536,2.108999988529831,14.28857135772705,0.0069383334916485045,-1212.353459626764,-2.5290476628608474
2015-03-06,2.240000009536743,0.07326706191808478,2.235000009648502,14.324999945504326,0.00812052030548432,-1214.1908282808686,-2.4867371615737
2015-03-09,2.194999933242798,0.0775761655595975,2.1899999333545566,14.272142818995885,0.00934518457154931,-1215.6840150204712,-2.452352401973741
2015-03-10,2.125999927520752,0.07796614929809403,2.1159999277442694,14.360714299338204,0.010191886072194303,-1219.6486709360747,-2.361055220623939
2015-03-11,2.1089999675750732,0.07788887381835366,2.0959999673068523,14.473571504865374,0.010734072972092796,-1223.7340136768803,-2.266978890918864
2015-03-12,2.0959999561309814,0.07698709263965947,2.077999956905842,14.553571496691022,0.011032508562874375,-1226.9010382045135,-2.1940493810714656
2015-03-13,2.111999988555908,0.07671995877359152,2.0889999885112047,14.656428609575544,0.011296919909421194,-1230.9185452736888,-2.1015351555556947
2015-03-16,2.0980000495910645,0.07059026662177754,2.0680000502616167,14.793571472167969,0.011340852513986116,-1233.3671846342181,-2.0451484535272186
2015-03-17,2.058000087738037,0.061246763945607456,2.0100000873208046,14.923571450369698,0.01153753051692369,-1236.1935837821766,-1.9800627863038471
2015-03-18,1.9509999752044678,0.07042287558987859,1.912999976426363,14.927857194628034,0.010995619026910815,-1236.9962274434947,-1.9615796933276783
2015-03-19,1.9769999980926514,0.07340736399773819,1.9669999983161688,14.980000019073486,0.010153664766942403,-1238.0837948728558,-1.936535441583743
2015-03-20,1.9299999475479126,0.08641062493814494,1.9269999475218356,14.978571483067103,0.009463732208340509,-1238.7471757880971,-1.9212592589812516
2015-03-23,1.9149999618530273,0.09738244451034746,1.9119999618269503,14.946428639548165,0.00856459323267946,-1238.9871198509727,-1.9157338824823853
2015-03-24,1.878000020980835,0.10927063112554103,1.863000021316111,14.902857235499791,0.00756194163825205,-1239.4891317154274,-1.904173669136128
2015-03-25,1.9199999570846558,0.11378263904133146,1.9019999578595161,15.002857208251953,0.006848824117608865,-1242.3448025397338,-1.8384139405059727
2015-03-26,2.006999969482422,0.09884464016633583,1.9789999686181545,15.045714378356934,0.006658042207559058,-1243.423809877917,-1.8135668085659233
2015-03-27,1.9479999542236328,0.08790770458631844,1.917999954894185,15.046428612300328,0.0067894762169092866,-1244.7384550823958,-1.7832934622279595
2015-03-30,1.9630000591278076,0.08179095137873214,1.9400000590831041,14.890714304787773,0.006940960185012898,-1241.733540550305,-1.8524899405143174
2015-03-31,1.934000015258789,0.07661310406683772,1.90900001488626,14.777857099260602,0.007400338505722288,-1239.7590709654119,-1.897957570391668
2015-04-01,1.8680000305175781,0.07537675946443048,1.835000030696392,14.755714212145124,0.007852206643148606,-1240.2004326821489,-1.6417287790800117
2015-04-02,1.9040000438690186,0.06465246754986542,1.894000044092536,14.660714217594691,0.007938694782382783,-1239.2321137734648,-1.664027003413338
2015-04-06,1.9040000438690186,0.050593680256696034,1.9010000438429415,14.598571368626185,0.005959708800333534,-1239.2728047160463,-1.6630899817793647
