Date,10_year_close,Yield_STDEV,Short_Term_Spread,SP500_SMA_14,VIX_SMA_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,CPI_close
2014-12-01,2.2179999351501465,,2.2109999349340796,,,,,,236.252
2014-12-02,2.2850000858306885,,2.2700000861659646,,,,,,236.252
2014-12-03,2.2869999408721924,,2.281999940983951,,,,,,236.252
2014-12-04,2.256999969482422,,2.243999969214201,,,,,,236.252
2014-12-05,2.306999921798706,,2.2969999220222235,,,,,,236.252
2014-12-06,,,,,,,,,236.252
2014-12-07,,,,,,,,,236.252
2014-12-08,2.256999969482422,,2.2519999695941806,,,,,,236.252
2014-12-09,2.2200000286102295,,2.192000027745962,,,,,,236.252
2014-12-10,2.1689999103546143,,2.1439999099820852,,,,,,236.252
2014-12-11,2.177999973297119,,2.1559999734163284,,,,,,236.252
2014-12-12,2.1029999256134033,,2.0879999259486794,,,,,,236.252
2014-12-13,,,,,,,,,236.252
2014-12-14,,,,,,,,,236.252
2014-12-15,2.115999937057495,,2.1059999372810125,,,,,,236.252
2014-12-16,2.071000099182129,,2.041000099852681,,,,,,236.252
2014-12-17,2.1480000019073486,,2.1280000023543835,,,,,,236.252
2014-12-18,2.2039999961853027,0.07374979258563952,2.1709999963641167,2040.145010811942,16.662142957959855,,,,236.252
2014-12-19,2.1760001182556152,0.0738779712073504,2.151000117883086,2041.3742937360491,16.82857152393886,,,,236.252
2014-12-20,,,,,,,,,236.252
2014-12-21,,,,,,,,,236.252
2014-12-22,2.1619999408721924,0.07000284645608014,2.1469999412074685,2042.230721609933,17.000000068119594,,,,236.252
2014-12-23,2.256999969482422,0.0671963098516127,2.2369999699294567,2042.7907104492188,17.164285796029226,,,,236.252
2014-12-24,2.2639999389648438,0.06777676475145533,2.2439999394118786,2043.5021362304688,17.30642863682338,,,,236.252
2014-12-25,,,,,,,,,236.252
2014-12-26,2.25,0.061499789588426675,2.2400000002235174,2044.459272112165,17.492857183728898,,,,236.252
2014-12-27,,,,,,,,,236.252
2014-12-28,,,,,,,,,236.252
2014-12-29,2.2070000171661377,0.05829843875530778,2.2040000171400607,2046.6207013811384,17.553571496691024,,,,236.252
2014-12-30,2.190000057220459,0.05727151574119586,2.170000057667494,2048.087132045201,17.59428576060704,,,,236.252
2014-12-31,2.1700000762939453,0.05725976019323443,2.133000075817108,2050.4271240234375,17.642142908913748,,,,236.252
2015-01-01,,,,,,,,,234.747
2015-01-02,2.122999906539917,0.059136874561516006,2.107999906875193,2052.0606951032364,17.478571551186697,,,,234.747
2015-01-03,,,,,,,,,234.747
2015-01-04,,,,,,,,,234.747
2015-01-05,2.0390000343322754,0.06702487077376625,2.0360000343061984,2053.364266531808,17.39571441922869,,,,234.747
2015-01-06,1.9630000591278076,0.0861999748163743,1.9430000595748425,2054.2914079938614,17.445714473724365,,,,234.747
2015-01-07,1.9539999961853027,0.09994824435457955,1.9339999966323376,2058.088553292411,17.14142874308995,0.02501695923227329,,,234.747
2015-01-08,2.0160000324249268,0.10623084178426352,1.9980000331997871,2061.6064017159597,16.96785729272025,0.02396021906548479,,,234.747
2015-01-09,1.9709999561309814,0.11360911783922081,1.9559999564662576,2060.4335501534597,17.02071441922869,0.020466075412696266,,,234.747
2015-01-10,,,,,,,,,234.747
2015-01-11,,,,,,,,,234.747
2015-01-12,1.9119999408721924,0.12566115048900944,1.8989999406039715,2057.4057006835938,17.24285731996809,0.015899825252674527,,,234.747
2015-01-13,1.8899999856948853,0.13679904381552258,1.8669999856501818,2053.440699986049,17.622142996106827,0.012141084241231004,,,234.747
2015-01-14,1.8370000123977661,0.14238672261639176,1.812000012025237,2048.3764212472097,18.09928580692836,0.00826012095031392,,,234.747
2015-01-15,1.774999976158142,0.1473662129301479,1.7519999761134386,2042.0042898995537,18.672142914363317,0.0035299061673980947,,,234.747
2015-01-16,1.815000057220459,0.1411447019399167,1.7970000579953194,2037.0507202148438,19.132857254573278,0.0005813913811547056,,,234.747
2015-01-17,,,,,,,,,234.747
2015-01-18,,,,,,,,,234.747
2015-01-19,,,,,,,,,234.747
2015-01-20,1.8070000410079956,0.13418398644985685,1.799000040628016,2032.192147391183,19.477857181004115,-0.0017353240938924874,-0.013748686050485166,0.012013361956592679,234.747
2015-01-21,1.8530000448226929,0.11947497006860514,1.8330000452697277,2028.7471400669642,19.6871429170881,-0.004328359590366593,-0.013073377237567418,0.008745017647200825,234.747
2015-01-22,1.8960000276565552,0.09917695285516177,1.8810000279918313,2029.0507114955358,19.48714283534459,-0.006310614072329301,-0.012044505375624102,0.0057338913032948,234.747
2015-01-23,1.8170000314712524,0.08288682006893384,1.8040000312030315,2028.595005580357,19.406428473336355,-0.0077917466257493295,-0.010820510343235303,0.0030287637174859746,234.747
2015-01-24,,,,,,,,,234.747
2015-01-25,,,,,,,,,234.747
2015-01-26,1.8279999494552612,0.07355688330765198,1.82299994956702,2031.202872140067,19.092142786298478,-0.0088633832801297,-0.009513717598092539,0.0006503343179628399,234.747
2015-01-27,1.8250000476837158,0.07092232873342907,1.8070000484585762,2033.127162388393,18.813571248735702,-0.009601977430654163,-0.008201849398893603,-0.0014001280317605608,234.747
2015-01-28,1.7239999771118164,0.07665951199233773,1.7089999774470925,2031.4314488002233,18.894285610743932,-0.010071223817182978,-0.006936876628337934,-0.0031343471888450446,234.747
2015-01-29,1.7510000467300415,0.065705832516826,1.741000046953559,2028.5107421875,19.019285610743932,-0.010324095216119406,-0.005751798421819488,-0.0045722967942999175,234.747
2015-01-30,1.6749999523162842,0.06646874437169122,1.6699999524280429,2024.9521658761162,19.263571330479213,-0.01040456032678333,-0.00466581082598673,-0.0057387495007966,234.747
2015-01-31,,,,,,,,,234.747
2015-02-01,,,,,,,,,235.342
