Date,SP500,cpi
2017-02-08,-1032.1820090432125,1.3541345427454985
2017-02-09,-1029.5712684041382,1.2940150098889944
2017-02-10,-1025.9365072447472,1.2103145688428754
2017-02-13,-1022.4959956493003,1.131087261920868
2017-02-14,-1019.6960264366262,1.0666102171470015
2017-02-15,-1015.942016756559,0.9801637486902735
2017-02-16,-1012.1908662515493,0.893783120656849
2017-02-17,-1007.1736242160491,0.7782472290834619
2017-02-21,-1000.9959929572024,0.6359901623021074
2017-02-22,-995.0497108020654,0.4990605492837119
2017-02-23,-989.1255698196273,0.36264079807986604
2017-02-24,-984.1325959041246,0.24766374717250983
2017-02-27,-978.6204899418126,0.12073224331112442
2017-02-28,-973.5818389613723,0.004703351495010111
2017-03-01,-966.3513781605056,-0.27582825282721046
2017-03-02,-961.0635082322488,-0.3975961010518745
2017-03-03,-956.2776327344527,-0.5078041373962776
2017-03-06,-952.9170908706351,-0.5851899197959938
2017-03-07,-950.7169730981518,-0.6358537240557212
2017-03-08,-949.7365201294688,-0.6584313687220629
2017-03-09,-948.4761295150988,-0.6874553528813863
2017-03-10,-946.9450935739774,-0.7227116951580399
2017-03-13,-946.367383306485,-0.7360150738576294
2017-03-14,-946.179584320414,-0.7403396655633685
2017-03-15,-944.6478510195229,-0.7756120664798232
2017-03-16,-943.6452743121354,-0.798699171494718
2017-03-17,-943.0382923682955,-0.8126766116011197
2017-03-20,-942.3363300237766,-0.8288412384520996
2017-03-21,-946.045342564682,-0.7434309537302681
2017-03-22,-948.4354211385225,-0.688392775981356
2017-03-23,-951.089014535466,-0.6272864397074045
2017-03-24,-953.326284149698,-0.5757671114108405
2017-03-27,-955.2400485666094,-0.5316973861305314
2017-03-28,-955.5549588047638,-0.5244457058501553
2017-03-29,-955.8220475966878,-0.5182952467959865
2017-03-30,-956.146250153778,-0.5108295851399021
2017-03-31,-956.9139037886343,-0.49315223441709577
2017-04-03,-957.3789822275003,-0.18136271918572788
2017-04-04,-959.1713711764364,-0.14008800016753753
2017-04-05,-961.2015423729622,-0.09333768643389817
2017-04-06,-962.6840072061,-0.05919982842129912
2017-04-07,-963.9643771778815,-0.029715764230871855
2017-04-10,-963.0260621733028,-0.0513230655856205
2017-04-11,-962.6454432108171,-0.06008787120379111
2017-04-12,-962.7189972325614,-0.05839408616793662
2017-04-13,-963.792286220631,-0.033678635074466
2017-04-17,-963.2624322673569,-0.045879989615855266
2017-04-18,-964.4321312436336,-0.018944431566154663
2017-04-19,-966.0716937989664,0.018811036533719516
2017-04-20,-966.9443175132078,0.03890561401664172
2017-04-21,-967.9461968608252,0.06197666039170713
2017-04-24,-966.8529285153445,0.03680112926716106
2017-04-25,-964.8213102972968,-0.009982506144098124
2017-04-26,-962.3576777017115,-0.06671446892886479
2017-04-27,-960.123982056301,-0.11815149669632774
2017-04-28,-958.0773880371921,-0.16527999139788108
2017-05-01,-955.8558887840795,-0.4054862681026066
2017-05-02,-953.1858899985459,-0.4669703838785324
2017-05-03,-950.1009970178293,-0.5380085874201654
2017-05-04,-945.7757102141477,-0.6376102936241068
2017-05-05,-942.1852314001544,-0.7202910110411551
2017-05-08,-938.1013182468773,-0.81433442053455
2017-05-09,-933.9060018703371,-0.9109431977404938
2017-05-10,-930.7789883595096,-0.9829513431277803
2017-05-11,-927.5119973088417,-1.0581828589945417
2017-05-12,-926.3158858312754,-1.0857266380277224
2017-05-15,-925.3368624501209,-1.1082713624824123
2017-05-16,-924.3928290954277,-1.1300103446837397
2017-05-17,-926.6593703860067,-1.077816954980392
2017-05-18,-927.9790191468355,-1.0474283879016468
2017-05-19,-928.4503297474148,-1.036575156173825
2017-05-22,-928.24680529853,-1.0412618702076486
2017-05-23,-927.5119973088417,-1.0581828589945417
2017-05-24,-926.4501450210014,-1.0826349483948263
2017-05-25,-925.3232988025934,-1.1085837030270795
2017-05-26,-924.1493110637311,-1.1356180217117071
2017-05-30,-923.0074716102677,-1.1619120371002793
2017-05-31,-922.1384044308534,-1.181924715520097
2017-06-01,-919.5911242247412,-1.0815407446475263
2017-06-02,-916.1513099890644,-1.1607519929296757
2017-06-05,-913.739090242525,-1.2163000324931375
2017-06-06,-911.6924787894213,-1.2634289286606872
2017-06-07,-906.257500817675,-1.388584346957117
2017-06-08,-901.3966417106062,-1.5005190885490265
2017-06-09,-897.8233005129614,-1.582805164892278
2017-06-12,-895.2975505958598,-1.6409675510197417
2017-06-13,-892.303331819242,-1.7099177299177484
2017-06-14,-889.9089644828155,-1.7650546683015875
2017-06-15,-888.6671585063168,-1.7936506897095228
2017-06-16,-887.4296412924041,-1.8221479504825027
2017-06-19,-884.5339768852864,-1.8888286421068017
2017-06-20,-882.7323130514087,-1.9303169410347323
2017-06-21,-882.3359860601022,-1.9394434675150478
2017-06-22,-882.6623329984855,-1.9319284255414857
2017-06-23,-882.50523527629,-1.9355460356287608
2017-06-26,-881.80970607565,-1.9515625215273076
2017-06-27,-882.792303425626,-1.9289354965435166
2017-06-28,-882.2995838801066,-1.9402817285140657
2017-06-29,-883.1615031218771,-1.920433651152507
2017-06-30,-883.5885313770596,-1.910600143053756
2017-07-03,-884.3964812427357,-1.8119736517134015
2017-07-05,-884.7806567400489,-1.8031269470320979
2017-07-06,-886.4023668852692,-1.7657825801118179
2017-07-07,-886.9714996275902,-1.7526767226820823
2017-07-10,-888.8302946606291,-1.7098728196862396
2017-07-11,-889.6515055258242,-1.6909621654246507
2017-07-12,-889.1059435437301,-1.703525240828185
2017-07-13,-888.15404745763,-1.7254452841935688
2017-07-14,-886.6565893894358,-1.7599284029624584
2017-07-17,-885.2234104580452,-1.7929313166052339
2017-07-18,-882.2791749429448,-1.8607304924935306
2017-07-19,-879.9126496953368,-1.9152262896822663
2017-07-20,-876.0743815210549,-2.0036130432962125
2017-07-21,-872.5660168199834,-2.084402855873492
2017-07-24,-869.6453694991042,-2.1516588482696193
2017-07-25,-866.4612247891173,-2.2249825977247895
2017-07-26,-861.5996508882836,-2.336933799422553
2017-07-27,-858.0120312493473,-2.419548676416298
2017-07-28,-854.8221507552512,-2.4930045081840717
2017-07-31,-851.625139757507,-2.5666245395440797
2017-08-01,-849.2398333188617,-1.681303627964411
2017-08-02,-847.1161113091866,-1.7302082082309767
2017-08-03,-846.1956487147208,-1.7514044084061027
2017-08-04,-844.9323989252935,-1.780494232988758
2017-08-07,-843.4827971713185,-1.8138753275994475
2017-08-08,-843.4049718209822,-1.8156674718042893
2017-08-09,-843.3642634444063,-1.8166048949042306
2017-08-10,-845.8157619799931,-1.7601523524524794
2017-08-11,-847.8573524427529,-1.713139078491679
2017-08-14,-848.6635526388977,-1.694574086452377
2017-08-15,-849.6075859935909,-1.672835104251078
2017-08-16,-850.1295772154576,-1.6608148108737169
2017-08-17,-853.1352152583095,-1.591601671748549
2017-08-18,-856.3307966685256,-1.5180145606001645
2017-08-21,-859.7570298226815,-1.4391160543286503
2017-08-22,-861.5465595965607,-1.3979071757337351
2017-08-23,-863.5545896203867,-1.3516667238146738
2017-08-24,-866.2581662788475,-1.2894093845310408
2017-08-25,-868.9617255033145,-1.2271524467133759
2017-08-28,-871.1525683908558,-1.1767022223633603
2017-08-29,-873.1320415320993,-1.1311193717452568
2017-08-30,-871.7481136344672,-1.162988143950173
2017-08-31,-869.5822710946813,-1.2128626660623354
2017-09-01,-868.7886535089779,0.021194001476487756
2017-09-05,-869.2713833757916,0.03231019343152752
2017-09-06,-869.454911033271,0.03653642596827922
2017-09-07,-866.9491404735813,-0.021165880128108938
2017-09-08,-864.3869709424894,-0.08016692872058684
2017-09-11,-860.1209597192615,-0.17840365053913843
2017-09-12,-856.9810799206775,-0.25070807783120586
2017-09-13,-853.1013885760553,-0.3400487146509761
2017-09-14,-849.0560219840668,-0.4332044828279038
2017-09-15,-844.9728236245542,-0.5272314322154728
2017-09-18,-840.7146576987393,-0.6252874943359359
2017-09-19,-836.405096357872,-0.7245270782117643
2017-09-20,-832.7882050425892,-0.8078160166122643
2017-09-21,-830.7208820043152,-0.8554218543827119
2017-09-22,-828.8878021127966,-0.8976335950349323
2017-09-25,-826.1164072166998,-0.9614526370418446
2017-09-26,-823.8812819837613,-1.012922585020931
2017-09-27,-820.8863658473733,-1.081888822558767
2017-09-28,-817.4137059665277,-1.1618564327768297
2017-09-29,-815.1821547024106,-1.213244080226815
2017-10-02,-812.846937136811,-1.0759682964883268
2017-10-03,-810.2611968454921,-1.135512127107006
2017-10-04,-807.2534318553417,-1.2047742450836552
2017-10-05,-803.5515498180848,-1.2900203302132525
2017-10-06,-800.3052703525873,-1.364774904477116
2017-10-09,-797.5859856653065,-1.4273939646228655
2017-10-10,-794.5582238837496,-1.4971165640966149
2017-10-11,-790.6564088004234,-1.5869666612649098
2017-10-12,-787.1780480034577,-1.6670655508635832
2017-10-13,-783.1426885241694,-1.7599908775589483
2017-10-16,-778.8009963318982,-1.8599703632648357
2017-10-17,-775.064839061944,-1.9460057305419696
2017-10-18,-771.4086689576129,-2.030199171830816
2017-10-19,-768.3566216220652,-2.100481013436564
2017-10-20,-765.0653624513998,-2.1762713699693563
2017-10-23,-762.8945163552644,-2.2262611128222716
2017-10-24,-760.6529754124413,-2.2778788002877945
2017-10-25,-760.2902262940624,-2.2862321032603745
2017-10-26,-759.4997341267372,-2.30443537443756
2017-10-27,-756.9047015164829,-2.364193186431919
2017-10-30,-755.3201083450226,-2.4006828322473837
2017-10-31,-753.8904859484592,-2.4336038468269976
2017-11-01,-751.8451490616744,-1.8225289541850884
2017-11-02,-749.9399273019458,-1.8664019611274796
2017-11-03,-747.7833422131075,-1.9160633047959266
2017-11-06,-745.5146739752299,-1.968305673350784
2017-11-07,-743.4166671070743,-2.0166180912736706
2017-11-08,-741.1115792552068,-2.069699122293514
2017-11-09,-740.4396033807993,-2.085173227631884
2017-11-10,-739.2027835266572,-2.1136544297650346
2017-11-13,-738.0809234306043,-2.1394883651225314
2017-11-14,-736.5298906980779,-2.1752051888962285
2017-11-15,-736.2285266734566,-2.1821449300979623
2017-11-16,-735.9021971690677,-2.189659570605528
2017-11-17,-735.4723097388287,-2.199558919127554
2017-11-20,-734.9810197808379,-2.21087223088648
2017-11-21,-733.5763977320303,-2.243217543228269
2017-11-22,-732.3460110217661,-2.271550604409015
2017-11-24,-731.3048703190952,-2.2955257522064016
2017-11-27,-730.5700623294078,-2.3124467409932947
2017-11-28,-727.9707409565672,-2.3723033136226093
2017-11-29,-725.7077562008158,-2.4244148042628524
2017-11-30,-721.2118080274126,-2.5279464610987077
2017-12-01,-716.9209536624053,-2.1056171459009647
2017-12-04,-713.0219977541365,-2.1954014026459845
2017-12-05,-709.4015324700313,-2.278772641575614
2017-12-06,-704.7849061884231,-2.38508324603373
2017-12-07,-701.1187289713921,-2.4695071288041106
2017-12-08,-695.9308255661704,-2.5889729710094116
2017-12-11,-690.3715780834036,-2.7169900389232
2017-12-12,-685.7242331039256,-2.824008026465748
2017-12-13,-681.0276196566938,-2.9321605569121516
2017-12-14,-677.4864093104534,-3.013706731425316
2017-12-15,-672.1742363942112,-3.1360342232480036
2017-12-18,-667.6668689545731,-3.2398288403110485
2017-12-19,-663.7107818471441,-3.330928701123952
2017-12-20,-661.449244112915,-3.3830068700865468
2017-12-21,-658.4250388661853,-3.452647570497163
2017-12-22,-655.290145189957,-3.5248371785145025
2017-12-26,-651.6532570832678,-3.6085865984120744
2017-12-27,-647.8435457915689,-3.696315750725091
2017-12-28,-644.2330701861697,-3.779456949639183
2017-12-29,-642.6541953648239,-3.8158149146080405
2018-01-02,-640.0720323262985,-2.8209969495255223
2018-01-03,-636.5765339129844,-2.901490480197964
2018-01-04,-632.2105561667217,-3.00202920803585
2018-01-05,-625.7022892069062,-3.151900077425722
2018-01-08,-620.5679430320233,-3.270132616092212
2018-01-09,-616.2026626455304,-3.3706552852902973
2018-01-10,-611.4353543516117,-3.480435760349252
2018-01-11,-605.1291648191586,-3.6256532373829486
2018-01-12,-597.8689522533073,-3.792839736633482
2018-01-16,-591.2221547751742,-3.945900654825209
2018-01-17,-582.5058898774746,-4.1466167911048615
2018-01-18,-574.2645095491753,-4.3363973951275625
2018-01-19,-565.4982613899588,-4.538264534416896
2018-01-22,-554.118430850604,-4.8003166455200414
2018-01-23,-543.8840137335346,-5.035992440705513
2018-01-24,-534.9949430848201,-5.240687907934586
2018-01-25,-526.7642672289912,-5.430222011835923
2018-01-26,-517.5009933276747,-5.643534545196758
2018-01-29,-509.9444202935515,-5.817545564908244
2018-01-30,-504.8643461427714,-5.934528339930125
2018-01-31,-499.46719993855004,-6.058812577015857
2018-02-01,-495.5656683677853,-5.478478525884611
2018-02-02,-497.2873624700346,-5.4388317514789435
2018-02-05,-506.3906620401044,-5.229203070094684
2018-02-06,-514.0614974725477,-5.052560842247374
2018-02-07,-522.3714457002352,-4.861201272463575
2018-02-08,-538.7456797426212,-4.484139190241422
2018-02-09,-553.9859196289563,-4.133190463709752
2018-02-12,-567.0631587165685,-3.8320508203329666
2018-02-13,-579.5312889130423,-3.544937595914064
2018-02-14,-589.5729209216847,-3.3137012117090876
2018-02-15,-599.6895365396012,-3.0807381222565766
2018-02-16,-608.3522442069616,-2.8812552895157353
2018-02-20,-615.9338001548458,-2.7066689690323926
2018-02-21,-624.6800515226573,-2.5052623112401307
2018-02-22,-633.107818683493,-2.3111896342573743
2018-02-23,-634.1668117962763,-2.2868033852803933
2018-02-26,-624.8364170170939,-2.501661562724678
2018-02-27,-621.327337522258,-2.582467835407755
2018-02-28,-619.0300775338087,-2.635368608195563
2018-03-01,-612.1258081302453,-2.7463458054704972
2018-03-02,-607.0057403966534,-2.864249543486551
2018-03-05,-602.3684025298753,-2.971037089547565
2018-03-06,-597.7139096127544,-3.078219678148315
2018-03-07,-595.7022881861126,-3.1245428320625024
2018-03-08,-595.1474338850826,-3.1373198888417733
2018-03-09,-591.2663129529319,-3.226693445873167
2018-03-12,-586.4990046590133,-3.3364739209321215
2018-03-13,-581.9302172576295,-3.441682902698034
2018-03-14,-578.6796490295465,-3.5165362375968527
2018-03-15,-578.6775046482535,-3.5165856179143304
2018-03-16,-580.6477029045554,-3.4712163472059387
2018-03-19,-582.8871169000795,-3.419647638591897
2018-03-20,-582.6650426813117,-3.4247615124451443
2018-03-21,-580.2185477020748,-3.4810988341561426
2018-03-22,-583.6147943861188,-3.402890849397238
2018-03-23,-593.0894205997388,-3.184711343770516
2018-03-26,-598.0573941674857,-3.0703099951009847
2018-03-27,-606.2109420327483,-2.8825519767646313
2018-03-28,-615.7776894719905,-2.6622511248166063
2018-03-29,-626.1820705990121,-2.4226614376390216
2018-04-02,-640.5304513595765,-1.442077919648284
2018-04-03,-651.3033173890858,-1.1940028471855442
2018-04-04,-658.7863364014643,-1.0216856125099127
2018-04-05,-664.8197362258729,-0.882749873911024
2018-04-06,-675.3555173675636,-0.6401343375238184
2018-04-09,-682.4793437963904,-0.47608850675766234
2018-04-10,-686.7689083458513,-0.37730940437893423
2018-04-11,-691.7490159735967,-0.2626286353764158
2018-04-12,-690.2993967856273,-0.29601013145313004
2018-04-13,-685.4406820598506,-0.40789549272756176
2018-04-16,-684.0631873060975,-0.4396161239800449
2018-04-17,-677.3671213602111,-0.5938115850756276
2018-04-18,-669.9662338947492,-0.7642375134454937
2018-04-19,-666.2343828213748,-0.8501737186216758
2018-04-20,-659.9317672577436,-0.995308895126243
2018-04-23,-655.9442466586797,-1.0871325991294043
2018-04-24,-656.6676179481387,-1.0704749720356972
2018-04-25,-658.3414731701632,-1.03192982032229
2018-04-26,-653.880515023222,-1.1346557349047544
2018-04-27,-649.8280179275848,-1.2279757026739162
2018-04-30,-650.4578558378876,-1.2134719406471675
2018-05-01,-649.5443653595112,-0.6693578048178495
2018-05-02,-651.5666912586235,-0.6227881507822985
2018-05-03,-653.4640502869452,-0.5790962050039354
2018-05-04,-654.493789157375,-0.5553836159677417
2018-05-07,-656.9045793163859,-0.4998684966159601
2018-05-08,-659.5267392216952,-0.4394860035322381
2018-05-09,-659.1939591394334,-0.4471491864582333
2018-05-10,-655.4142343178464,-0.5341878172586121
2018-05-11,-651.3131835482204,-0.6286258678258037
2018-05-14,-644.4885767627225,-0.7857813377077036
2018-05-15,-639.3435086813747,-0.9042607779615821
2018-05-16,-635.3788440487742,-0.9955581600443963
2018-05-17,-631.7926539973664,-1.0781401168264892
2018-05-18,-627.1567457181163,-1.1848947426758514
2018-05-21,-621.571800527824,-1.3135035714672938
2018-05-22,-615.2327653502025,-1.4594774104368753
2018-05-23,-607.8375788008602,-1.6297720594261307
2018-05-24,-603.2430762579565,-1.7355732035356937
2018-05-25,-599.765412820761,-1.8156560344945376
2018-05-29,-598.4843106212211,-1.8451569602567872
2018-05-30,-596.6119519406552,-1.8882732037972971
2018-05-31,-597.8830470274952,-1.8590027195165817
2018-06-01,-597.3851071514523,-1.6444092505637968
2018-06-04,-596.1896930336557,-1.671936970957148
2018-06-05,-593.5225359891851,-1.7333556477757668
2018-06-06,-589.9598992640103,-1.8153952239976547
2018-06-07,-586.3722621910797,-1.8980105024573959
2018-06-08,-581.654937158678,-2.0066399745066974
2018-06-11,-578.1565795703063,-2.0871993456024427
2018-06-12,-573.6998927519562,-2.1898269010159765
2018-06-13,-570.6764197329853,-2.259450739854742
2018-06-14,-566.7681715057806,-2.34944897797547
2018-06-15,-562.6028590333458,-2.4453668322028363
2018-06-18,-556.6123119668055,-2.583315767384306
2018-06-19,-553.8573224592992,-2.6467570298892724
2018-06-20,-549.426350782469,-2.748792422959127
2018-06-21,-548.3452164969867,-2.773688533750658
2018-06-22,-547.7732420136031,-2.786859830137672
2018-06-25,-550.0390685104176,-2.7346829005401503
2018-06-26,-553.5588524777231,-2.6536301277357097
2018-06-27,-558.6103871799146,-2.5373045525487896
2018-06-28,-563.0891977369697,-2.4341675367867026
2018-06-29,-567.6329847905972,-2.329534257258615
2018-07-02,-571.9230580838553,-2.0346914792735333
2018-07-03,-576.3797274682111,-1.932064325325996
2018-07-05,-579.6559934038205,-1.8566192295495227
2018-07-06,-581.0727495126266,-1.8239944968747182
2018-07-09,-580.3286666379977,-1.841129065571323
2018-07-10,-578.0971153738806,-1.8925167130212799
2018-07-11,-577.6186742696527,-1.9035341443413643
2018-07-12,-574.15316232645,-1.9833371535011963
2018-07-13,-570.8376001677989,-2.059687153631984
2018-07-16,-565.0277215836813,-2.1934756967000055
2018-07-17,-558.8515024783687,-2.3357002447357047
2018-07-18,-550.5686815457352,-2.5264351334301978
2018-07-19,-544.271784332218,-2.671438629088186
2018-07-20,-538.311938529554,-2.8086805826512204
2018-07-23,-532.5798852957723,-2.9406769815144003
2018-07-24,-524.9262049136714,-3.116924166821974
2018-07-25,-517.109708459262,-3.2969206430633733
2018-07-26,-511.5669012330741,-3.4245591285432226
2018-07-27,-509.09254673102396,-3.4815379929153494
2018-07-30,-508.4669975833067,-3.495942994307171
2018-07-31,-505.44851068669186,-3.5654520138711803
2018-08-01,-504.3620257955058,-3.1413523055082067
2018-08-02,-502.5118082876388,-3.183958687234167
2018-08-03,-499.51830430478503,-3.2528924060263478
2018-08-06,-496.6012309527273,-3.320066097893374
2018-08-07,-493.542767907295,-3.3904956789855305
2018-08-08,-489.7430637282964,-3.4779943898169847
2018-08-09,-486.047614834918,-3.563092333994149
2018-08-10,-484.16953780423864,-3.6063402583812376
2018-08-13,-484.0602789622676,-3.6088562457763373
2018-08-14,-484.4965995363855,-3.5988087563018496
2018-08-15,-485.85836882732474,-3.567450247377508
2018-08-16,-484.2966490563217,-3.603413169806572
2018-08-17,-480.9025641875646,-3.681571372782031
2018-08-20,-477.99190654539143,-3.7485973251626206
2018-08-21,-474.4499988393809,-3.8301595583156427
2018-08-22,-471.9792183061527,-3.88705612215864
2018-08-23,-470.7916843537573,-3.9144023799219383
2018-08-24,-469.057141397745,-3.954345034766419
2018-08-27,-466.32286347540867,-4.017309355668488
2018-08-28,-463.4793267111013,-4.082789663965627
2018-08-29,-459.16190263882754,-4.182210309005484
2018-08-30,-454.3167689945726,-4.29378292826928
2018-08-31,-448.6332694347798,-4.42466124433443
2018-09-04,-444.5681093006947,-3.999135224686995
2018-09-05,-439.553011646487,-4.1146217359429045
2018-09-06,-436.885139808252,-4.176056872867349
2018-09-07,-435.34625856971843,-4.211493874842034
2018-09-10,-433.9123648445634,-4.244513248590607
2018-09-11,-432.1321273896192,-4.2855081458098425
2018-09-12,-430.19693659377344,-4.330071272798847
2018-09-13,-426.82640505124937,-4.407687095214101
2018-09-14,-424.66340425252656,-4.457496178368984
2018-09-17,-425.23039261355507,-4.4444397012567265
2018-09-18,-424.74551836544833,-4.4556052735292155
2018-09-19,-425.1804093520377,-4.445590704266408
2018-09-20,-423.0652474335393,-4.494298164729059
2018-09-21,-421.05507302842034,-4.5405879969655984
2018-09-24,-419.43763421179165,-4.577834004716948
2018-09-25,-417.51243309465144,-4.622167091690443
2018-09-26,-415.5186815121169,-4.668078742959011
2018-09-27,-412.4966206466802,-4.73767006305215
2018-09-28,-409.86516842243554,-4.79826653751158
2018-10-01,-407.23083788768645,-4.268772881718149
2018-10-02,-404.76649049833713,-4.325521304608742
2018-10-03,-403.2433172886226,-4.360596585721311
2018-10-04,-403.4839587112683,-4.355055150582615
2018-10-05,-403.71461045520755,-4.349743755459485
2018-10-08,-405.13424317306544,-4.317052780895381
2018-10-09,-407.105853582902,-4.271650991441334
2018-10-10,-417.4652550047558,-4.033097086532678
2018-10-11,-431.8400016804985,-3.7020787378916964
2018-10-12,-442.7114220795079,-3.4517341781552204
2018-10-15,-454.4775899314627,-3.1807855805872975
2018-10-16,-461.3364893836524,-3.0228404270918645
2018-10-17,-468.8195083960304,-2.850523192416233
2018-10-18,-479.1881847028262,-2.6117557075978652
2018-10-19,-490.38593460622405,-2.3538965073538236
2018-10-22,-502.3506233507146,-2.07837641649283
2018-10-23,-515.5485579805259,-1.7744574240278155
2018-10-24,-533.0803395051953,-1.3707396055549452
2018-10-25,-545.9340747865108,-1.074746756243087
2018-10-26,-562.0540863247302,-0.7035388511702649
2018-10-29,-579.1274235365772,-0.3103779825204356
2018-10-30,-586.4861904719291,-0.14092199599619448
2018-10-31,-587.6737418583189,-0.11357533676689968
2018-11-01,-589.5887449567322,-0.24752427591565151
2018-11-02,-591.5689328917397,-0.2019249651917221
2018-11-05,-596.6825674814527,-0.0841693681281015
2018-11-06,-600.521550449499,0.004233845591670615
2018-11-07,-597.3002713317569,-0.06994502643436817
2018-11-08,-594.5117213853168,-0.13415911098104516
2018-11-09,-592.7171880550877,-0.17548321031674163
2018-11-12,-593.7504834603451,-0.1516887222174148
2018-11-13,-589.0317462744097,-0.26035071301237167
2018-11-14,-589.3166700424522,-0.25378955424460514
2018-11-15,-584.2101659563878,-0.3713809517159632
2018-11-16,-577.4248205259423,-0.5276323201755417
2018-11-19,-576.8463954646854,-0.5409521589809856
2018-11-20,-581.8343658238382,-0.42609032881438225
2018-11-21,-588.2926669561302,-0.2773700609681953
2018-11-23,-594.7552394170139,-0.12855143395307778
2018-11-26,-599.3868763676719,-0.021895167272646177
2018-11-27,-604.6197769120563,0.0986068586675799
2018-11-28,-609.6255822473277,0.21387938854775257
2018-11-29,-614.5549918197908,0.3273926944347636
2018-11-30,-616.0431750030434,0.36166223329396985
2018-12-03,-611.4582533594385,0.42912757890320563
2018-12-04,-613.0378255405544,0.46550160251189254
2018-12-06,-613.4398708819749,0.47475980983878685
2018-12-07,-620.3751660969724,0.63446418732741
2018-12-10,-627.412589650291,0.7965203526188418
2018-12-11,-631.2651362658644,0.8852359068833096
2018-12-12,-630.6095832140418,0.8701399825128817
2018-12-13,-630.5660156624085,0.8691367189896084
2018-12-14,-632.8946917084977,0.9227609335016496
2018-12-17,-642.0001356598605,1.1324389952033869
2018-12-18,-651.7125615550631,1.3560944970115258
2018-12-19,-668.6245122821301,1.7455389949391247
2018-12-20,-687.9322599331522,2.190153351462243
2018-12-21,-712.4650279631564,2.755088271295506
2018-12-24,-743.8331421191169,3.4774259640640253
2018-12-26,-760.4258938454441,3.859520021076321
2018-12-27,-775.2162495101343,4.200108917588892
2018-12-28,-785.7377522105335,4.442395653325576
2018-12-31,-795.0831227907775,4.657598690060183
2019-01-02,-804.1390371812449,4.660081585054428
2019-01-03,-818.648060480708,4.994192024794302
2019-01-04,-827.1172508118834,5.189218584982854
2019-01-07,-830.7063000383487,5.27186638218825
2019-01-08,-828.6732696667664,5.225050228031336
2019-01-09,-825.9025721304397,5.161247244664253
2019-01-10,-819.4985604562448,5.013777141928699
2019-01-11,-810.298136104203,4.801911893482355
2019-01-14,-798.444850582976,4.528957170333911
2019-01-15,-779.9354752646805,4.102727547618031
2019-01-16,-769.338274161244,3.858697646527986
2019-01-17,-758.8317821298951,3.6167565730135607
2019-01-18,-745.6231430276134,3.3125910804271825
2019-01-22,-736.6219717958656,3.1053141868457317
2019-01-23,-727.4336989378166,2.893728760198428
2019-01-24,-713.5487951985419,2.573990401638696
2019-01-25,-704.0641618722216,2.3555804545304397
2019-01-28,-697.3402189695285,2.2007430493077322
2019-01-29,-692.6564543760601,2.09288639930017
2019-01-30,-685.7946957488134,1.9348754053814332
2019-01-31,-678.1210011413127,1.758167337110791
2019-02-01,-670.2292082711065,2.3346379011696285
2019-02-04,-660.0704721230804,2.1007048698714925
2019-02-05,-650.9728909031246,1.89120786933384
2019-02-06,-642.7243626371828,1.70126266425288
2019-02-07,-637.7192546616816,1.5860061930125369
2019-02-08,-635.064963904968,1.5248837980987275
2019-02-11,-629.573552093832,1.3984288343742435
2019-02-12,-622.0019858246533,1.2240725539064385
2019-02-13,-614.0969421134428,1.0420370318728374
2019-02-14,-608.3149056181437,0.908889629999976
2019-02-15,-598.9066854886255,0.692239308350878
2019-02-19,-588.9264734417288,0.4624172888487408
2019-02-20,-581.524871182502,0.29197490037307716
2019-02-21,-576.4705121732418,0.17558428769484635
2019-02-22,-570.3192934156855,0.03393544189697195
2019-02-25,-565.2320713272625,-0.08321193418316852
2019-02-26,-561.2188530206727,-0.17562739906398406
2019-02-27,-556.8793052096944,-0.2755575044523937
2019-02-28,-551.2779371968177,-0.4045445142118069
2019-03-01,-544.4141206048935,0.3956510711054193
2019-03-04,-538.4864056536335,0.25914901937247237
2019-03-05,-535.2786901834188,0.1852824878911008
2019-03-06,-533.9633301851763,0.15499268144731104
2019-03-07,-533.7348228225292,0.1497306666416307
2019-03-08,-536.0577805185039,0.20322320030706464
2019-03-11,-535.8049876018654,0.197401943369357
2019-03-12,-535.3179689724666,0.1861869907794187
2019-03-13,-532.7443627411462,0.12692258049375482
2019-03-14,-531.6153721414453,0.10092444554399549
2019-03-15,-529.7323089884094,0.05756170188212195
2019-03-18,-526.9444738357338,-0.006635922558729135
2019-03-19,-524.0745071361425,-0.0727248533053455
2019-03-20,-521.2366887219496,-0.13807348075590653
2019-03-21,-517.581233411383,-0.22225046193892695
2019-03-22,-517.0171042254119,-0.23524109862788123
2019-03-25,-516.3951116125222,-0.24956420095656995
2019-03-26,-513.0381437175251,-0.3268676828271566
2019-03-27,-509.00777036059253,-0.4196781902477653
2019-03-28,-503.83986374677625,-0.5386835509559944
2019-03-29,-500.1908415800881,-0.6227123911866101
2019-04-01,-494.7652709532308,0.20860226004751325
2019-04-02,-490.7434751214696,0.11598927389678693
2019-04-03,-486.1075668422204,0.009234648047424798
2019-04-04,-482.0436504803488,-0.08434827994892657
2019-04-05,-477.7733504945354,-0.18268376240240514
2019-04-08,-473.26026470478337,-0.28661006031202874
2019-04-09,-469.40628850168105,-0.37535853478811987
2019-04-10,-467.02619960654647,-0.4301666725214943
2019-04-11,-460.7699933356107,-0.5742331465454811
2019-04-12,-452.9827859915422,-0.7535551599141286
2019-04-15,-446.76156974706873,-0.8968158916847528
